"r","L_centered","L_lo","L_hi","Label","Modality"
787.878787878788,983.495395494436,-9.02277310624345,9.78865666417801,"Bx2","RNA"
797.979797979798,986.17455386091,-9.83477741403635,9.30094749970567,"Bx2","RNA"
808.080808080808,988.960635610481,-9.45991147803318,10.1253831732924,"Bx2","RNA"
818.181818181818,991.587241140926,-9.79341694042648,10.0266817523808,"Bx2","RNA"
828.282828282828,994.798840903121,-10.0951385482985,10.3519651073481,"Bx2","RNA"
838.383838383838,996.721784263998,-9.74285833405361,11.0002866778267,"Bx2","RNA"
848.484848484848,998.384270374064,-10.9481351602034,10.9554927792536,"Bx2","RNA"
858.585858585859,1000.63187815493,-10.9828315161683,12.0490149619357,"Bx2","RNA"
868.686868686869,1002.63198228025,-9.94249301835464,11.8833692032057,"Bx2","RNA"
878.787878787879,1004.3837953266,-10.0275728578645,11.4608208672399,"Bx2","RNA"
888.888888888889,1006.09968856799,-10.0628510970096,10.8100795754787,"Bx2","RNA"
898.989898989899,1007.60973850582,-9.19398531007243,10.7792594137209,"Bx2","RNA"
909.090909090909,1008.51221836033,-9.1735371565693,10.0811730297457,"Bx2","RNA"
919.191919191919,1010.02530059448,-10.0055115947262,10.7607590723693,"Bx2","RNA"
929.292929292929,1011.66537320968,-10.2279335561498,10.7817655924833,"Bx2","RNA"
939.393939393939,1013.02815063628,-10.4905605539745,10.5072030378735,"Bx2","RNA"
949.494949494949,1014.31572313787,-11.0684490942017,10.9893319639319,"Bx2","RNA"
959.59595959596,1016.7215771369,-10.8648801390536,10.4534106717964,"Bx2","RNA"
969.69696969697,1018.52575772365,-10.204446267213,10.9811801260695,"Bx2","RNA"
979.79797979798,1020.06224579567,-10.3959990644173,10.8010103944581,"Bx2","RNA"
989.89898989899,1021.56729579145,-9.72403852464674,10.5111495648001,"Bx2","RNA"
1000,1023.11485034512,-9.43452113871103,10.7443005511377,"Bx2","RNA"
0,0,0,0,"Bx4","RNA"
10.1010101010101,14.5073087296313,-10.1010101010101,6.4140626405324,"Bx4","RNA"
20.2020202020202,30.4778509118619,-5.50703609462436,6.64631337670399,"Bx4","RNA"
30.3030303030303,45.4760435096649,-5.75312595205803,5.76840467063117,"Bx4","RNA"
40.4040404040404,58.3469332442585,-6.90119227431173,6.26326318473502,"Bx4","RNA"
50.5050505050505,71.1712687236627,-7.20517216690059,4.60851355139496,"Bx4","RNA"
60.6060606060606,85.2703882510792,-6.01388101870727,6.76107621672357,"Bx4","RNA"
70.7070707070707,98.3126095113447,-6.94047212740163,6.23864095875462,"Bx4","RNA"
80.8080808080808,111.88556273196,-4.42379769385647,6.18446473275372,"Bx4","RNA"
90.9090909090909,123.725968394733,-5.53952365463604,5.64782086024964,"Bx4","RNA"
101.010101010101,135.665135006067,-5.42680504643589,5.48681037506417,"Bx4","RNA"
111.111111111111,145.986687688201,-4.59800639815349,5.27636105833643,"Bx4","RNA"
121.212121212121,157.280686953092,-4.30876066882013,5.10485328891838,"Bx4","RNA"
131.313131313131,169.259135954903,-5.22488339546344,5.35782247447295,"Bx4","RNA"
141.414141414141,178.83731864209,-5.45781935537298,4.99200672673285,"Bx4","RNA"
151.515151515152,189.879831109291,-6.3975920830693,5.48119097806091,"Bx4","RNA"
161.616161616162,200.694241773546,-6.43918725258547,5.41341187040186,"Bx4","RNA"
171.717171717172,211.843657226989,-6.13825382720907,4.95147489043043,"Bx4","RNA"
181.818181818182,221.356985791422,-6.56278760883475,4.97983651722527,"Bx4","RNA"
191.919191919192,231.248584986056,-6.85886929787424,5.58312223057868,"Bx4","RNA"
202.020202020202,241.678058333515,-7.29665298475786,5.5646108578085,"Bx4","RNA"
212.121212121212,250.414295711526,-8.11815686383096,5.82504557033062,"Bx4","RNA"
222.222222222222,261.406488558324,-9.99135401361062,5.61166099088342,"Bx4","RNA"
232.323232323232,270.418088747673,-9.41567103598234,5.57012907247304,"Bx4","RNA"
242.424242424242,278.609934545951,-8.53681962653232,6.14913775491794,"Bx4","RNA"
252.525252525253,288.498223224271,-9.44344083112256,5.7897460405517,"Bx4","RNA"
262.626262626263,296.322445273603,-9.34005641446203,6.39404018984521,"Bx4","RNA"
272.727272727273,304.451849828075,-7.91756909439977,6.42289481615052,"Bx4","RNA"
282.828282828283,313.090504061365,-7.31474340413774,6.6758582408736,"Bx4","RNA"
292.929292929293,320.455504175131,-7.68633488513188,6.34102339520962,"Bx4","RNA"
303.030303030303,328.748530087159,-7.67841161955499,5.93894721071399,"Bx4","RNA"
313.131313131313,335.521546591959,-7.60128533629495,5.86477623704104,"Bx4","RNA"
323.232323232323,343.117786786303,-8.08888849279606,6.02971582463499,"Bx4","RNA"
333.333333333333,350.445825429459,-6.92712993006711,5.72521212362506,"Bx4","RNA"
343.434343434343,357.335569679737,-7.18190358279952,5.97669893068075,"Bx4","RNA"
353.535353535354,363.063201831404,-6.63539024372341,6.2805008941628,"Bx4","RNA"
363.636363636364,368.113109729334,-6.46712448524346,6.39526865442241,"Bx4","RNA"
373.737373737374,373.802721092431,-5.34576927362815,5.77685904539698,"Bx4","RNA"
383.838383838384,379.258127026852,-5.97543624363959,6.00067676708653,"Bx4","RNA"
393.939393939394,383.657873498825,-5.76119945985164,6.13330036675643,"Bx4","RNA"
404.040404040404,388.869780707247,-5.90900822041249,5.25708616655197,"Bx4","RNA"
414.141414141414,393.765165745746,-5.02935774014384,5.17526336164764,"Bx4","RNA"
424.242424242424,398.127679542896,-4.67975651103245,5.17300518892642,"Bx4","RNA"
434.343434343434,401.950297983999,-5.15373732697935,5.63072092719767,"Bx4","RNA"
444.444444444444,407.324134512047,-5.56758646537895,6.19797577214382,"Bx4","RNA"
454.545454545455,412.608993530835,-6.30226202703045,6.57579586286136,"Bx4","RNA"
464.646464646465,416.890494927089,-5.73310459938278,7.449988382865,"Bx4","RNA"
474.747474747475,421.058576883326,-5.6177315878756,7.59416760649509,"Bx4","RNA"
484.848484848485,425.287774676182,-6.36328301766741,7.63548097624357,"Bx4","RNA"
494.949494949495,429.341089312428,-6.02324260499984,6.83297803821409,"Bx4","RNA"
505.050505050505,432.704200610172,-5.73681019299113,7.89777732590886,"Bx4","RNA"
515.151515151515,436.689696946396,-4.903710011557,7.19222944236367,"Bx4","RNA"
525.252525252525,439.469141891631,-4.32077986068225,7.27342192296373,"Bx4","RNA"
535.353535353535,442.973649810363,-4.5650391092031,7.30592204504012,"Bx4","RNA"
545.454545454545,445.794950111904,-5.75998770220554,7.38996247210878,"Bx4","RNA"
555.555555555556,448.479558771668,-6.15770785016571,8.3252152780384,"Bx4","RNA"
565.656565656566,450.759156394458,-6.47439622438344,8.31219419130082,"Bx4","RNA"
575.757575757576,453.12655454668,-6.34625931228027,8.40999954893152,"Bx4","RNA"
585.858585858586,455.297636252761,-6.16227288867037,7.91448824254655,"Bx4","RNA"
595.959595959596,457.246120676508,-5.60490630490176,8.64915576480178,"Bx4","RNA"
606.060606060606,458.885611129289,-4.81052189164154,8.99939423217984,"Bx4","RNA"
616.161616161616,460.649338376416,-4.90958944466695,8.64647886625039,"Bx4","RNA"
626.262626262626,462.181489518568,-5.51057012627564,8.40080118816661,"Bx4","RNA"
636.363636363636,463.027383243101,-5.70738910209388,7.92169619200331,"Bx4","RNA"
646.464646464646,463.942167995275,-5.35150552510447,8.42645132061091,"Bx4","RNA"
656.565656565656,465.133540103586,-5.50460277330671,8.9551119011478,"Bx4","RNA"
666.666666666667,465.938501575487,-5.9045758686342,8.21846444632308,"Bx4","RNA"
676.767676767677,466.083574218397,-5.67515476947858,7.63403423525256,"Bx4","RNA"
686.868686868687,466.401066035259,-4.98614828949496,8.373573489916,"Bx4","RNA"
696.969696969697,466.073507682938,-4.74909196453723,8.2683132194818,"Bx4","RNA"
707.070707070707,466.358912468396,-5.07264326302288,8.13093109916417,"Bx4","RNA"
717.171717171717,466.072016550061,-5.42955620797534,8.43466248918094,"Bx4","RNA"
727.272727272727,465.730588411599,-6.43947402740105,8.11290145734665,"Bx4","RNA"
737.373737373737,465.510437177276,-7.18780637181612,7.97745764973251,"Bx4","RNA"
747.474747474747,464.818868806282,-7.61504193963845,7.50548395553335,"Bx4","RNA"
757.575757575758,464.581249029895,-7.60552105200986,7.65779346920624,"Bx4","RNA"
767.676767676768,464.272384791986,-7.57112179140188,7.57451368770592,"Bx4","RNA"
777.777777777778,463.680717142761,-7.84887609145756,8.43075064901905,"Bx4","RNA"
787.878787878788,462.970580972466,-6.85245105916204,8.89887585893609,"Bx4","RNA"
797.979797979798,462.49818697781,-7.09809750815896,8.33976341635298,"Bx4","RNA"
808.080808080808,462.054431099483,-7.42162705139117,8.10169098699316,"Bx4","RNA"
